2;arms_factory;2999.00;10.28;1369.00;6.13;0
2;arms_factory;3015.00;12.43;1361.00;2.51;0
2;arms_factory;2994.00;10.00;1367.00;4.07;0
2;arms_factory;3004.00;10.38;1368.00;1.91;0
2;arms_factory;3008.00;10.80;1360.00;3.12;0
2;arms_factory;2992.00;11.23;1373.00;0.96;0
2;industrial_complex;3011.00;10.48;1354.00;3.98;0
2;industrial_complex;3023.00;10.43;1351.00;0.36;0
2;industrial_complex;3009.00;9.70;1352.00;3.02;0
2;industrial_complex;3005.00;9.68;1353.00;5.69;0
2;industrial_complex;2990.00;9.60;1366.00;2.43;0
2;industrial_complex;2999.00;10.55;1372.00;3.63;0
2;air_base;3000.23;9.90;1363.77;1.17;0
2;naval_base;3003.00;9.50;1352.00;-0.46;5656
2;naval_base;2993.00;9.50;1361.00;-0.93;5656
2;naval_base;3016.19;9.40;1348.04;-0.08;1452
2;naval_base;3020.02;10.10;1347.04;0.17;1452
2;naval_base;2987.00;9.50;1367.00;-0.90;5579
2;bunker;2997.00;9.60;1360.00;4.14;0
2;bunker;2993.00;9.80;1367.00;1.98;0
2;bunker;3017.00;10.60;1352.00;3.19;0
2;bunker;3003.00;10.32;1369.00;6.20;0
2;bunker;3012.00;12.03;1363.00;2.59;0
2;bunker;3012.00;10.15;1352.00;0.43;0
2;bunker;3005.00;10.13;1360.00;1.63;0
2;coastal_bunker;2989.00;9.50;1365.00;-0.90;0
2;coastal_bunker;3010.82;9.50;1347.24;-0.08;0
2;coastal_bunker;3020.00;9.50;1347.00;0.17;0
2;coastal_bunker;2998.00;9.50;1356.00;-0.93;0
2;coastal_bunker;3004.00;9.50;1352.00;-0.46;0
2;dockyard;3012.88;9.40;1348.53;0.32;0
2;anti_air_building;3009.00;11.30;1363.00;2.14;0
2;anti_air_building;3007.00;11.32;1368.00;5.16;0
2;anti_air_building;3013.00;11.30;1357.00;0.08;0
2;synthetic_refinery;3021.00;10.98;1354.00;4.21;0
2;nuclear_reactor;3002.00;9.70;1357.00;2.15;0
3;arms_factory;2924.00;10.63;1461.00;4.07;0
3;arms_factory;2922.00;15.60;1440.00;1.91;0
3;arms_factory;2923.00;12.75;1457.00;3.12;0
3;arms_factory;2921.00;13.68;1449.00;0.96;0
3;arms_factory;2930.00;14.38;1453.00;3.98;0
3;arms_factory;2932.00;13.90;1457.00;0.36;0
3;industrial_complex;2915.00;10.10;1458.00;3.02;0
3;industrial_complex;2919.00;12.48;1447.00;5.69;0
3;industrial_complex;2921.00;15.32;1439.00;2.43;0
3;industrial_complex;2921.00;11.93;1456.00;3.63;0
3;industrial_complex;2905.00;9.82;1448.00;1.47;0
3;industrial_complex;2925.00;14.63;1451.00;4.13;0
3;air_base;2921.66;14.30;1452.27;5.29;0
3;bunker;2925.00;15.88;1441.00;2.07;0
3;bunker;2929.00;10.78;1463.00;6.20;0
3;bunker;2932.00;15.48;1444.00;1.48;0
3;bunker;2910.00;9.53;1448.00;4.14;0
3;bunker;2915.00;10.25;1459.00;1.98;0
3;bunker;2921.00;12.68;1455.00;3.19;0
3;bunker;2916.00;11.30;1442.00;6.20;0
3;bunker;2924.00;13.80;1445.00;2.59;0
3;bunker;2931.00;13.73;1459.00;0.43;0
3;bunker;2919.00;14.95;1439.00;1.63;0
3;bunker;2915.00;10.10;1455.00;4.65;0
3;anti_air_building;2918.00;12.45;1442.00;1.03;0
3;anti_air_building;2925.00;14.28;1455.00;3.69;0
3;anti_air_building;2930.00;15.45;1448.00;1.54;0
3;synthetic_refinery;2925.00;14.48;1452.00;3.10;0
3;nuclear_reactor;2927.00;15.13;1444.00;2.14;0
4;arms_factory;3050.00;14.13;1473.00;3.12;0
4;arms_factory;3058.00;10.05;1492.00;0.96;0
4;arms_factory;3040.00;13.23;1452.00;3.98;0
4;arms_factory;3063.00;9.90;1490.00;0.36;0
4;arms_factory;3055.00;12.23;1484.00;3.02;0
4;arms_factory;3060.00;10.98;1476.00;5.69;0
4;industrial_complex;3047.00;13.88;1474.00;2.43;0
4;industrial_complex;3043.00;13.60;1456.00;3.63;0
4;industrial_complex;3041.00;13.43;1472.00;1.47;0
4;industrial_complex;3061.00;10.70;1469.00;4.13;0
4;industrial_complex;3060.00;11.40;1479.00;5.69;0
4;industrial_complex;3067.00;10.03;1484.00;2.07;0
4;air_base;3048.72;13.70;1469.71;1.22;0
4;bunker;3054.00;10.40;1458.00;1.48;0
4;bunker;3056.00;11.00;1467.00;4.14;0
4;bunker;3063.00;10.40;1486.00;1.98;0
4;bunker;3051.00;10.80;1453.00;3.19;0
4;bunker;3042.00;13.10;1461.00;6.20;0
